file_name,add,Domain,Phyla,CARD,Comment,HORTUS,Latin_name,CAT,ITA_CAT,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,NLcat,CAT_NL_descriptie,English_name,Points,Climate,ITA_Climate,NL_Climate,Deadly_to_humans,venomous,poisonous,interesting_reproduction,plant_propagator,Pollinators,Extreme_Enviroments,Symbiotic_relationship,Complec_social_structures_or_intelligence,,,CAT_Descr-OLD
64-animalia-black-millipedes,,,,Invertebrates,,,Alienostreptus bicoloripes,Arthropods,Artropodi,"""<p>ARTHROPODS are animals with a hard outer shell, jointed legs, and segmented bodies. </p><p>They include insects, spiders, crabs, and more. They are the largest group of animals on Earth and live in nearly every environment.</p>""","""<p>In 2010 in Vietnam an international team (from Thailand, Denmark, Austria, Russia and Belgium) discovered and described a totally new species and gave it their name.</p><p>When it feels attacked it becomes very toxic.</p><p>In appearance it looks a lot like a millipede that lives 1,500 km away in Borneo, but they are totally different animals: they evolved from different species. This mechanism is called species conversion.</p>""",https://www.youtube.com/watch?v=SjNQUOYtZC0,https://www.youtube.com/watch?v=SjNQUOYtZC0,Millepiede Bicolore,"""<p>Nel 2010 in Vietnam, un team internazionale (proveniente da Thailandia, Danimarca, Austria, Russia e Belgio) ha scoperto e descritto una specie completamente nuova, da cui ha preso il nome.</p><p>Quando si sente attaccato, diventa molto tossico.</p><p>A prima vista, assomiglia molto a un millepiedi che vive a 1.500 km di distanza nel Borneo, ma sono animali completamente diversi: si sono evoluti da specie diverse. Questo meccanismo si chiama conversione di specie.</p>""","<p>Gli ARTROPODI sono animali con una corazza esterna dura, zampe articolate e corpi segmentati.</p><p>Includono insetti, ragni, granchi e altri. Sono il gruppo di animali più numeroso sulla Terra e vivono in quasi tutti gli ambienti.</p>""",00064,Duizendpoot,"""</p>In 2010 ontdekte en beschreef een internationaal team (uit Thailand, Denemarken, Oostenrijk, Rusland en België) in Vietnam een ​​totaal nieuwe soort en gaf deze zijn naam.</p> <p>Als hij zich aangevallen voelt, wordt hij erg giftig. Qua uiterlijk lijkt hij veel op een duizendpoot die 1500 km verderop in Borneo leeft, maar het zijn totaal verschillende dieren: ze zijn geëvolueerd uit verschillende soorten. Dit mechanisme heet convergente evolutie.</p>”",Geleedpotigen,"""<p>GELEEDPOTIGEN zijn dieren met een harde buitenkant, buigbare poten en gesegmenteerde lichamen. </p><p>Deze groep omvat insecten, spinnen, krabben en nog veel meer. Ze vormen de grootste groep dieren op aarde en leven in bijna elke omgeving.</p>""",Ghost Rider millipede,1,Decomposes dead leaves and organic matter in forests.,Decompone foglie morte e materia organica nelle foreste.,Breekt dode bladeren en ander organisch materiaal in bossen af.,,,,,,,,,,,,
65-animalia-giant-tiger-prawn,,,,Invertebrates,,,Penaeus monodon,Arthropods,Artropodi,"""<p>ARTHROPODS are animals with a hard outer shell, jointed legs, and segmented bodies. </p><p>They include insects, spiders, crabs, and more. They are the largest group of animals on Earth and live in nearly every environment.</p>""","""<p>It is one of the most farmed prawns in the world for human consumption, due to its rapid growth.</p><p>It can thrive in both salt and fresh water.</p><p>They can be black, brown, blue, green, sometimes even pink or red, but also have an orange or red stripe on the back or a white belly, like a tiger: hence the name.</p>""",https://www.youtube.com/watch?v=0Nbeki6w-hM,https://www.youtube.com/watch?v=0Nbeki6w-hM,Gambero tigre,"""<p>È uno dei gamberi più allevati al mondo per il consumo umano, grazie alla sua rapida crescita.</p><p>Può prosperare sia in acqua salata che dolce.</p><p>Può essere nero, marrone, blu, verde, rosa o rosso, ma può anche avere una striscia arancione o rossa sul dorso o il ventre bianco, come quello della tigre: da qui il nome.</p>""","<p>Gli ARTROPODI sono animali con una corazza esterna dura, zampe articolate e corpi segmentati.</p><p>Includono insetti, ragni, granchi e altri. Sono il gruppo di animali più numeroso sulla Terra e vivono in quasi tutti gli ambienti.</p>""",00065,Grote tijgergarnaal,"""<p>Het is een van de meest gekweekte garnalen ter wereld voor menselijke consumptie, vanwege zijn snelle groei. Hij kan gedijen in zowel zout als zoet water.</p> <p> Ze kunnen zwart, bruin, blauw, groen en soms zelfs roze of rood zijn, maar hebben ook een oranje of rode streep op de rug of een witte buik, zoals een tijger: vandaar de naam.</p>""",Geleedpotigen,"""<p>GELEEDPOTIGEN zijn dieren met een harde buitenkant, buigbare poten en gesegmenteerde lichamen. </p><p>Deze groep omvat insecten, spinnen, krabben en nog veel meer. Ze vormen de grootste groep dieren op aarde en leven in bijna elke omgeving.</p>""",Giant tiger prawn,2,Recycles nutrients and feeds predators in coastal ecosystems.,Ricicla nutrienti e fornisce cibo ai predatori negli ecosistemi costieri.,Recycleert voedingsstoffen en voedt roofdieren in kustecosystemen.,,,,,,,,,,,,
66-animalia-christmas-red-crab,,,,Invertebrates,,,Gecarcoidea natalis,Arthropods,Artropodi,"""<p>ARTHROPODS are animals with a hard outer shell, jointed legs, and segmented bodies. </p><p>They include insects, spiders, crabs, and more. They are the largest group of animals on Earth and live in nearly every environment.</p>""","""<p>It is a land crab endemic to Christmas Island in the Indian Ocean.</p><p>They normally live in burrows in the forest, but once a year all together (65 million crabs) leave and walk towards the coast  to mate and lay their eggs. This takes at least a week. Males usually arrive before females.</p><p>At the end of the incubation period, the females emerge from their burrows and release their eggs into the ocean, during the high tide of the last quarter moon.</p><p>The adults then return to the forest, while the larvae spend 3-4 weeks in the sea and then return to the mainland as juvenile crabs.</p><p>During this annual migration, roads and villages are found completely covered by the walking crabs. To ensure the safety of crabs and humans, infrastructure has been built such as a five-metre high crab bridge, underpasses and aluminum funnels.</p>""",https://www.youtube.com/watch?v=FOrQc3lxiBQ,https://www.youtube.com/watch?v=FOrQc3lxiBQ,Granchio rosso dell’isola di Natale,"""<p>È un granchio di terra endemico dell'Isola di Natale, nell'Oceano Indiano.</p><p>Di solito vivono nella foresta, ma una volta all'anno tutti insieme (65 milioni di granchi) escono e si dirigono verso la costa per accoppiarsi e deporre le uova. Questo dura almeno una settimana. I maschi di solito arrivano prima delle femmine.</p><p>Al termine del periodo di incubazione, le femmine escono dalle loro tane e rilasciano le uova nell'oceano, durante l'alta marea dell'ultimo quarto di luna.</p><p>Gli adulti tornano quindi nella foresta, mentre le larve trascorrono 3-4 settimane in mare per poi tornare sulla terraferma come giovani granchi.</p><p>Durante questa migrazione annuale, strade e villaggi vengono completamente coperti dai granchi in cammino. Per garantire la sicurezza di granchi ed esseri umani, sono state costruite infrastrutture come un ponte per granchi alto cinque metri, sottopassaggi e imbuti di alluminio.</p>""","<p>Gli ARTROPODI sono animali con una corazza esterna dura, zampe articolate e corpi segmentati.</p><p>Includono insetti, ragni, granchi e altri. Sono il gruppo di animali più numeroso sulla Terra e vivono in quasi tutti gli ambienti.</p>""",00066,Rode Krab,"""<p>Het is een landkrab die endemisch is voor Kersteiland in de Indische Oceaan.</p> <p> Normaal leven ze in holen in het bos, maar één keer per jaar vertrekken ze allemaal (65 miljoen krabben) en lopen richting de kust om te paren en hun eieren te leggen. Dit duurt minimaal een week. Mannetjes arriveren meestal eerder dan vrouwtjes.</p> <p> Aan het einde van de broedperiode komen de vrouwtjes uit hun holen en laten hun eieren los in de oceaan, tijdens de vloed van het laatste kwartier. De volwassenen keren dan terug naar het bos, terwijl de larven 3-4 weken in de zee doorbrengen en dan als jonge krabben terugkeren naar het vasteland.</p> <p> Tijdens deze jaarlijkse trek worden wegen en dorpen volledig bedekt aangetroffen door de wandelende krabben. Om de veiligheid van krabben en mensen te garanderen is er infrastructuur aangelegd zoals een vijf meter hoge krabbenbrug, onderdoorgangen en aluminium trechters.</p>”",Geleedpotigen,"""<p>GELEEDPOTIGEN zijn dieren met een harde buitenkant, buigbare poten en gesegmenteerde lichamen. </p><p>Deze groep omvat insecten, spinnen, krabben en nog veel meer. Ze vormen de grootste groep dieren op aarde en leven in bijna elke omgeving.</p>""",Christmas Island red crab,2,"Recycles nutrients, shapes forest floors, and feeds predators.","Ricicla nutrienti, modella i suoli forestali e nutre predatori.","Recycleert voedingsstoffen, vormt bosbodems en voedt roofdieren.",,,,,,,,,,,,
67-animalia-dragonfly,,,,Invertebrates,,x,Aeshna affinis,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>It is found in southern and central Europe, North Africa and the Middle East and in Asia up to China.</p> <p> It is the only dragonfly species in which the male remains attached to the female after mating, laying eggs in tandem preferably in stagnant water.</p>""",https://www.youtube.com/watch?v=5CJa2UBH7ro,https://www.youtube.com/watch?v=5CJa2UBH7ro,Libellula occhiblu,"""<p>Viene dall'Europa meridionale e centrale, Nord Africa, Medio Oriente e in Asia fino in Cina.</p> <p> È l'unica specie di libellula in cui il maschio rimane attaccato alla femmina dopo l'accoppiamento, deponendo le uova in tandem preferibilmente in acque stagnanti.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00067,Libelle,"""<p>Hij wordt aangetroffen in Zuid- en Midden-Europa, Noord-Afrika en het Midden-Oosten en in Azië tot aan China.</p> <p> Het is de enige libellensoort waarbij het mannetje na de paring aan het vrouwtje gehecht blijft terwijl ze eitjes legt, bij voorkeur in stilstaand water.</p> """,Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",dragonfly,2,Controls insect populations and feeds birds in wetland habitats.,Controlla le popolazioni di insetti e fornisce cibo agli uccelli negli habitat umidi.,Bestrijdt insectenpopulaties en voedt vogels in waterrijke gebieden.,,,,1,,1,,,,,,
68-animalia-honeybee,,,,Invertebrates,,x,Apis mellifera,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>These insects have never been domesticated: as early as 8,500 years ago, in Anatolia, man learned to manage them, equipping them with hives to be able to collect honey and wax more easily.</p><p>Worker bees are females, but they are unable to produce eggs: they collect pollen and nectar, feed the larvae, ventilate the hive, defend the nest and perform other tasks to preserve the survival of the colony.</p><p>When the chosen larva is fed with a special nutrient, Royal Jelly, becomes queen, the only member of a colony capable of laying fertile eggs.</p><p>The males are used for reproduction and driven out of the colony at the end of the summer, when they will die. New males will be born from the larvae in the spring.</p>""",https://www.youtube.com/watch?v=WJOsBkHGBWg,https://www.youtube.com/watch?v=QEzlsjAqADA,Ape mellifera,"""<p>Questi insetti non sono mai stati addomesticati: già 8.500 anni fa, in Anatolia, l'uomo imparò a gestirli, provvedendo alveari per poter raccogliere più facilmente miele e cera.</p><p>Le api operaie sono femmine, ma non sono in grado di produrre uova: raccolgono polline e nettare, nutrono le larve, ventilano l'alveare, difendono il nido e svolgono altri compiti per preservare la sopravvivenza della colonia.</p><p>Quando la larva prescelta viene nutrita con un cibo speciale, la pappa reale, e diventa regina, l'unico membro di una colonia in grado di deporre uova fertili.</p><p>I maschi vengono utilizzati per la riproduzione e cacciati dalla colonia alla fine dell'estate, quando moriranno. Nuovi maschi nasceranno dalle larve in primavera.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00068,Honingbij,"""<p>Deze insecten zijn nooit gedomesticeerd: al 8.500 jaar geleden, in Anatolië, leerde de mens ze te beheren door ze uit te rusten met bijenkorven om honing en was gemakkelijker te kunnen verzamelen.</p> <p> Werkbijen zijn vrouwtjes, maar ze zijn niet in staat om eitjes te produceren: ze verzamelen stuifmeel en nectar, voeden de larven, ventileren de bijenkorf, verdedigen het nest en voeren andere taken uit om het voortbestaan van de kolonie te garanderen.</p> <p> Wanneer de gekozen larve gevoed wordt met een speciale voedingsstof, Royal Jelly, wordt ze het enige lid van de kolonie dat in staat is om vruchtbare eitjes te leggen, de koningin.</p> <p> De mannetjes worden gebruikt voor de voortplanting en worden aan het einde van de zomer uit de kolonie verdreven, wanneer ze zullen sterven. In de lente worden uit de larven nieuwe mannetjes geboren.</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",honey bee,3,"Pollinates flowering plants, fruits, and crops globally.","Impollina piante da fiore, frutti e colture in tutto il mondo.","Bestuift bloeiende planten, vruchten en gewassen wereldwijd.",,,,1,,1,,1,1,,,
69-animalia-prayingmantis,,,,Invertebrates,,x,Mantis religiosa,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>The name comes from the pose of the two front paws in a resting position, which recalls an attitude of prayer.</p> <p> They are famous for their sexual cannibalism: males are attacked and eaten after, during, sometimes even before mating.</p> <p> For this reason, when males approach females, they move cautiously and very slowly. Upon sighting a female, the male usually freezes or moves in imitation of his surroundings. Sometimes it sways lightly like leaves in the wind, always watching every move.</p> <p> They therefore often need several hours before getting on the female’s back.</p>""",https://www.youtube.com/watch?v=YBt6s7CHFQA,https://www.youtube.com/watch?v=Th15ia-Up_s,Mantide religiosa,"""<p>Il nome deriva dalla posizione delle due zampe anteriori a riposo, che ricorda un atteggiamento di preghiera.</p><p> Sono famose per il loro cannibalismo sessuale: i maschi vengono attaccati e mangiati dopo, durante e a volte anche prima dell'accoppiamento.</p><p>Per questo, quando i maschi si avvicinano alle femmine, si muovono con cautela e molto lentamente. Avvistando una femmina, il maschio di solito si blocca o si muove imitando l'ambiente circostante. A volte ondeggia leggermente come foglie al vento, senza mai togliere gli occhi di dosso alla femmina.</p><p>Spesso impiegano alcune ore prima di salire sul dorso della femmina.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00069,Bidsprinkhaan,"""<p>De naam komt van de rusthouding van de twee voorpoten, die doet denken aan een gebedshouding.</p> <p> Ze staan bekend om hun seksueel kannibalisme: mannetjes worden aangevallen en opgegeten na, tijdens en soms zelfs voor de paring. Daarom bewegen mannetjes die vrouwtjes benaderen zich voorzichtig en heel langzaam. Bij het zien van een vrouwtje bevriest het mannetje meestal of beweegt hij in navolging van zijn omgeving. Soms wiegt hij lichtjes als bladeren in de wind, terwijl hij elke beweging in de gaten houdt. Ze hebben daarom vaak enkele uren nodig voordat ze op de rug van het vrouwtje zitten.</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Praying mantis,1,Predatory insect feeding on other insects in gardens.,Insetto predatore che si nutre di altri insetti nei giardini.,Roofinsect dat zich voedt met andere insecten in tuinen.,,,,1,,1,,,,,,
70-animalia-earwig-forficula-aurilaria,,,,Invertebrates,,x,Forficula aurilaria,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>They are useful to agriculture, because they eat aphids, reducing damage to orchards and plantations.</p><p>Mothers take care of the eggs, moving them to a safe place, cleaning them and removing moulds and parasites. </p> <p>Once the eggs have hatched, they take care of the nymphs by bringing them food, until they feed by themselves.</p><p>This is very rare among insects, especially among non-social insects.</p>""",https://www.youtube.com/watch?v=HuOnqWpIL9E,https://www.youtube.com/watch?v=HuOnqWpIL9E,Forbicina,"""<p>Sono utili in agricoltura, perché si nutrono di afidi, riducendo i danni a frutteti e piantagioni.</p><p>Le madri si prendono cura delle uova, spostandole in un luogo sicuro, pulendole e rimuovendo muffe e parassiti.</p> <p>Una volta schiuse le uova, si prendono cura delle ninfe portando loro del cibo, finché non si nutrono autonomamente.</p><p>Questo comportamento è molto raro tra gli insetti, soprattutto tra gli insetti non sociali.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00070,Oorworm,"""<p>Ze zijn nuttig voor de landbouw omdat ze zich voeden met bladluizen, waardoor de schade aan boomgaarden en plantages wordt beperkt.</p> <p> Zeer zeldzaam onder insecten (vooral onder niet-sociale insecten) is dat de moeders voor de eieren zorgen. Ze brengen ze naar een veilige plek, maken ze schoon en verwijderen schimmels en parasieten. Zodra de eitjes zijn uitgekomen, verzorgen ze de nimfen door ze voedsel te brengen, totdat ze dat zelf kunnen vinden.</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Earwig,2,"Omnivorous garden insect eating plants, insects, and detritus.","Insetto onnivoro del giardino che si nutre di piante, insetti e detriti.","Omnivoor tuininsect dat planten, insecten en organisch afval eet.",,,,,,,,,,,,
71-animalia-protostomes-arthropoda-insecta-Musca-Domestica,,,,Invertebrates,,x,Musca Domestica,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>They live on a liquid diet, since they don’t have a real mouth that can chew.</p><p>Like butterflies, flies can taste food using their paws: taste receptors are found on the undersides of their paws and on their feet.</p><p>Flies, with their amazing eyes, are able to see everything around them even behind them.</p>""",https://www.youtube.com/watch?v=M2MA5pX99rE,https://www.youtube.com/watch?v=M2MA5pX99rE,Mosca domestica,"""<p>Si nutrono solo di liquidi, perché non hanno una vera bocca in grado di masticare.</p><p>Come le farfalle, le mosche possono assaggiare il cibo usando le zampe: i recettori del gusto si trovano sulla parte inferiore delle loro zampe e piedi.</p><p>Le mosche, con i loro occhi incredibili, possono vedere tutto ciò che le circonda, anche quello che si trova dietro di loro.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00071,Huisvlieg,"""<p>Ze leven op een vloeibaar dieet, omdat ze geen echte mond hebben waarmee ze kunnen kauwen. Net als vlinders kunnen vliegen voedsel proeven met hun poten: Smaakreceptoren zitten aan de onderkant van hun poten.</p> <p> Met hun verbazingwekkende ogen kunnen vliegen alles om hen heen zien, zelfs achter hen</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Fly,1,Decomposes waste but spreads sicknesses affecting human health.,Decompone rifiuti ma diffonde malattie che danneggiano la saluta degli umani.,"Breekt afval af, maar verspreidt ziekten die de menselijke gezondheid aantasten.",,,,,,,,,,,,
72-animalia-monarch-butterfly,,,,Invertebrates,,,Danaus plexippus,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>The population living in the East of North America is known for its great migrations.</p> <p> Each year in October together they move south from the northern and central of the United States and southern Canada to Florida and Mexico, covering thousands of miles.</p> <p> Every year in February or March they return north in reverse.</p>""",https://www.youtube.com/watch?v=1b87rwtXGzA,https://www.youtube.com/watch?v=1b87rwtXGzA,Farfalla Monarca,"""<p>La popolazione che vive nella parte est del Nord America è nota per le sue grandi migrazioni.</p><p>Ogni anno, in ottobre, si muovono tutte insieme verso sud, dalle regioni settentrionali e centrali degli Stati Uniti e dal Canada meridionale, fino alla Florida e al Messico, viaggiando per migliaia di chilometri.</p><p>Ogni anno, a febbraio o marzo, tornano a nord, effettuando il percorso inverso.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00072,Monarchvlinder,"""<p>De bevolking in het oosten van Noord-Amerika staat bekend om zijn grote migraties. Elk jaar in oktober trekken ze samen zuidwaarts van het noorden en midden van de Verenigde Staten en het zuiden van Canada naar Florida en Mexico, waarbij ze duizenden kilometers afleggen. Elk jaar in februari of maart keren ze in omgekeerde richting terug naar het noorden.</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Monarch butterfly,3,Migratory pollinator sustaining ecosystems and serving as prey.,Impollinatore migratore che sostiene gli ecosistemi e serve da preda.,Migrerende bestuivers die ecosystemen in stand houden en als prooi dienen.,,,,1,,1,,1,,,,
73-animalia-imperor-moth,,,,Invertebrates,,,Saturnia pavonia,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>Male, red and orange, has a wingspan of about 60 mm, female is larger (about 80 mm) but less vibrant in colour. </p> <p>The wings of both are decorated with eye points: predators are deceived and attack the fake eyes instead of the real vital parts of the body.</p>""",https://www.youtube.com/watch?v=JQL25_hoQ1k,https://www.youtube.com/watch?v=JQL25_hoQ1k,Saturnia del pero,"""<p>Il maschio, di colore rosso e arancione, ha un'apertura alare di circa 60 mm, la femmina è più grande (circa 80 mm) ma ha colorazione meno vivace. </p> <p>Le ali di entrambi sono decorate con occhi finti: i predatori vengono ingannati e attaccano gli occhi finti invece delle vere parti vitali del corpo.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00073,Nachtpauwoog,"""<p>Het mannetje, rood en oranje, heeft een spanwijdte van ongeveer 60 mm, het vrouwtje is groter (ongeveer 80 mm) maar minder levendig van kleur.</p> <p> De vleugels van beide zijn versierd met oogpunten: roofdieren worden misleid en vallen de nepogen aan in plaats van de echte vitale delen van het lichaam</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Emperor moth,1,Short-lived moth with local impact on biodiversity.,Falena dalla vita breve con impatto locale sulla biodiversità.,Kortlevende mot met lokale invloed op de biodiversiteit.,,,,,,1,,,,,,
74-animalia-ladybird,,,,Invertebrates,,x,Coccinella magnifica,Insect,Insetti,"""<p>INSECTS are small arthropods with six legs, a body divided into three parts (head, thorax, abdomen), and usually one or two pairs of wings. </p><p>They are the most diverse group of animals and can be found almost everywhere on Earth.</p>""","""<p>Both adults and larvae are predators. They eat aphids, mites, mealybugs and other pests as well as their eggs.</p> <p>Ladybugs usually live alone, but sometimes they gather in large groups. Best of all, most spawn in groups.</p><p>They are found wherever there are plants and trees.</p><p>During the cold season, they hibernate in a protected place.</p>""",https://www.youtube.com/watch?v=xOS5ZSTYs4I,https://www.youtube.com/watch?v=ws_D5nXOAJg,Coccinella,"""<p>Sia adulti che larve sono predatori. Si nutrono di afidi, acari, cocciniglie e altri parassiti, ma anche delle loro uova.</p><p>Le coccinelle di solito vivono da sole, ma a volte si riuniscono in grandi gruppi. La maggior parte depone le uova in gruppo.</p><p>Si trovano ovunque ci siano piante e alberi.</p><p>Durante la stagione fredda, vanno in letargo in un luogo protetto.</p>""","""<p>Gli INSETTI sono piccoli artropodi con sei zampe, un corpo diviso in tre parti (testa, torace, addome) e solitamente una o due paia di ali. </p><p>Sono il gruppo di animali più diversificato e si possono trovare quasi ovunque sulla Terra.</p>""",00074,Lieveheersbeestje,"""<p>Zowel de volwassenen als de larven zijn roofdieren. Ze eten bladluizen, mijten, wolluizen en ander ongedierte, maar ook hun eitjes.</p> <p> Lieveheersbeestjes leven meestal alleen, maar soms verzamelen ze zich in grote groepen.</p> <p. Ze komen overal voor waar planten en bomen staan. Tijdens het koude seizoen overwinteren ze op een beschutte plek.</p>""",Insecten,"""<p>INSECTEN zijn kleine geleedpotigen met zes poten, een lichaam dat in drie delen is verdeeld (kop, borststuk, achterlijf) en meestal één of twee paar vleugels. </p><p>Ze zijn de meest diverse groep dieren en komen bijna overal op aarde voor.</p>""",Ladybird,2,"Controls aphids, supports plant health, and balances ecosystems.","Controlla gli afidi, sostiene la salute delle piante e bilancia gli ecosistemi.","Bestrijdt bladluizen, ondersteunt de gezondheid van planten en brengt ecosystemen in evenwicht.",,,,,,1,,1,,,,
